a_x,a_y,a_z,m_x,m_y,m_z,omega_x,omega_y,omega_z,g_x,g_y,g_z,Pressure,Temperature,Timestamp
0.71,-1.03,-1.59,-13.88,6.25,-28.0,-2.81,-7.69,-5.75,-0.19,-0.59,9.78,99071.61,24.02,2024-11-19 17:06:42
0.62,-0.66,-0.79,-13.88,7.5,-28.87,-1.5,-8.13,-8.44,-0.15,-0.6,9.78,99070.91,24.02,2024-11-19 17:06:42
0.43,-0.14,-0.35,-13.88,7.5,-28.87,-4.56,-7.19,-9.56,-0.1,-0.62,9.78,99071.02,24.02,2024-11-19 17:06:42
0.4,-0.17,0.05,-15.25,6.75,-27.37,-5.31,-5.31,-9.19,-0.07,-0.64,9.78,99071.02,24.02,2024-11-19 17:06:42
0.39,-0.31,0.94,-15.25,6.75,-27.37,1.87,-5.69,-7.37,-0.04,-0.63,9.78,99071.22,24.02,2024-11-19 17:06:42
0.46,-0.21,-0.3,-16.0,6.37,-27.5,8.5,-7.62,-7.44,0.0,-0.59,9.78,99070.97,24.02,2024-11-19 17:06:42
0.53,-0.27,-0.9,-17.75,6.87,-27.06,4.94,-8.13,-7.19,0.01,-0.57,9.78,99070.97,24.02,2024-11-19 17:06:42
0.38,-0.76,-0.6,-17.75,6.87,-27.06,-2.06,-6.19,-7.31,0.05,-0.57,9.78,99071.1,24.02,2024-11-19 17:06:42
0.37,-0.53,-0.47,-17.75,5.75,-27.69,-4.87,-3.5,-6.87,0.08,-0.6,9.78,99070.57,24.01,2024-11-19 17:06:42
0.5,-0.03,0.4,-17.75,5.75,-27.69,-9.38,1.44,-4.56,0.08,-0.63,9.78,99070.57,24.01,2024-11-19 17:06:42
0.75,-0.33,0.72,-18.87,5.75,-27.37,-14.81,4.62,-1.56,0.06,-0.69,9.78,99070.64,24.01,2024-11-19 17:06:42
0.82,-1.26,1.0,-19.56,5.56,-27.87,-13.0,5.94,-1.94,0.04,-0.76,9.77,99070.33,24.01,2024-11-19 17:06:42
0.64,-1.16,1.47,-19.56,5.56,-27.87,-6.12,7.5,-2.75,0.0,-0.8,9.77,99070.33,24.01,2024-11-19 17:06:42
0.79,-0.54,1.52,-21.06,6.25,-27.5,-4.0,8.0,-4.06,-0.03,-0.83,9.77,99070.48,24.01,2024-11-19 17:06:42
0.84,-0.43,0.74,-21.06,6.25,-27.5,-4.12,13.31,-7.5,-0.08,-0.85,9.76,99070.41,24.01,2024-11-19 17:06:42
0.9,-0.69,1.97,-21.06,6.37,-27.56,2.37,16.87,-11.44,-0.13,-0.85,9.76,99070.41,24.01,2024-11-19 17:06:42
0.04,0.03,-0.31,-21.06,6.37,-27.56,18.69,19.44,-16.37,-0.22,-0.78,9.77,99070.23,24.01,2024-11-19 17:06:42
-0.5,0.7,-0.53,-22.5,6.0,-28.37,8.94,18.19,-16.5,-0.33,-0.71,9.77,99069.73,24.01,2024-11-19 17:06:42
-0.58,-0.18,-1.02,-23.25,4.69,-28.25,0.13,14.81,-12.75,-0.38,-0.7,9.77,99069.73,24.01,2024-11-19 17:06:42
-0.51,-0.06,0.15,-23.25,4.69,-28.25,-6.37,12.06,-13.06,-0.44,-0.73,9.76,99069.65,24.01,2024-11-19 17:06:42
-0.34,0.21,0.59,-21.75,4.75,-28.5,-4.75,7.31,-13.88,-0.48,-0.76,9.76,99069.7,24.01,2024-11-19 17:06:43
-0.33,0.47,0.71,-21.75,4.75,-28.5,-0.13,1.69,-12.88,-0.49,-0.77,9.76,99069.7,24.01,2024-11-19 17:06:43
-0.17,0.17,-0.12,-23.37,3.0,-30.37,0.94,-4.44,-9.69,-0.47,-0.77,9.76,99069.88,24.01,2024-11-19 17:06:43
0.0,-0.59,-0.81,-23.75,3.5,-29.69,0.81,-7.62,-8.63,-0.44,-0.77,9.76,99069.91,24.01,2024-11-19 17:06:43
0.15,-0.96,-1.67,-23.75,3.5,-29.69,1.5,-6.56,-9.5,-0.4,-0.76,9.76,99069.91,24.02,2024-11-19 17:06:43
0.08,-0.5,-1.4,-24.87,1.75,-29.19,-0.62,-1.06,-13.0,-0.39,-0.77,9.76,99070.38,24.02,2024-11-19 17:06:43
0.02,-0.5,-0.73,-24.87,1.75,-29.19,-6.5,-2.12,-12.63,-0.38,-0.79,9.76,99070.43,24.02,2024-11-19 17:06:43
0.12,-0.71,-0.74,-26.5,2.19,-29.75,-6.44,-1.69,-12.13,-0.37,-0.82,9.76,99070.43,24.02,2024-11-19 17:06:43
0.0,-0.32,-0.41,-26.5,2.19,-29.75,-2.62,2.56,-11.19,-0.37,-0.84,9.76,99070.82,24.02,2024-11-19 17:06:43
-0.31,-0.67,-0.76,-27.19,0.5,-31.56,-4.06,5.56,-9.31,-0.39,-0.86,9.76,99070.62,24.02,2024-11-19 17:06:43
-0.23,-0.24,-0.24,-27.19,0.5,-31.56,-4.69,7.5,-8.5,-0.41,-0.88,9.75,99070.62,24.02,2024-11-19 17:06:43
-0.02,-0.18,0.14,-27.69,0.56,-31.06,-9.0,6.62,-5.5,-0.46,-0.93,9.75,99070.34,24.02,2024-11-19 17:06:43
0.14,-0.36,1.05,-28.37,-0.88,-31.5,-5.81,3.75,-2.81,-0.48,-0.97,9.74,99070.06,24.02,2024-11-19 17:06:43
0.15,0.22,0.26,-28.37,-0.88,-31.5,-3.25,2.81,-1.5,-0.49,-0.98,9.74,99070.06,24.01,2024-11-19 17:06:43
0.01,-0.49,0.71,-29.5,-1.25,-33.06,-8.69,5.31,-0.69,-0.51,-1.01,9.74,99070.11,24.01,2024-11-19 17:06:43
-0.13,-1.12,2.44,-29.5,-1.25,-33.06,-6.62,7.25,-0.44,-0.54,-1.05,9.73,99070.95,24.02,2024-11-19 17:06:43
-0.01,-0.9,2.71,-30.56,-1.56,-33.88,2.31,5.5,-1.0,-0.57,-1.04,9.73,99070.95,24.02,2024-11-19 17:06:43
0.14,0.16,1.63,-30.56,-1.56,-33.88,15.81,4.19,-1.87,-0.58,-0.99,9.73,99070.93,24.02,2024-11-19 17:06:43
0.4,-0.17,1.33,-30.87,-2.25,-34.19,14.44,4.25,-2.25,-0.6,-0.92,9.74,99070.34,24.02,2024-11-19 17:06:43
0.36,-1.02,0.75,-30.87,-2.25,-34.19,17.06,3.31,-2.81,-0.62,-0.87,9.74,99070.34,24.02,2024-11-19 17:06:43
0.24,-0.57,0.21,-32.06,-4.19,-35.38,24.69,1.5,-6.56,-0.62,-0.71,9.76,99070.05,24.02,2024-11-19 17:06:43
0.04,0.33,-0.72,-24.06,-44.75,1.5,16.31,-5.06,-7.94,-0.6,-0.62,9.76,99069.36,24.03,2024-11-19 17:06:43
0.0,-0.14,-0.95,-24.06,-44.75,1.5,5.19,-6.44,-8.5,-0.58,-0.59,9.77,99069.36,24.03,2024-11-19 17:06:43
-0.2,0.23,0.1,-25.06,-46.0,0.25,-1.69,-7.87,-9.63,-0.54,-0.6,9.77,99070.38,24.03,2024-11-19 17:06:43
-0.04,0.2,-0.69,-25.06,-46.0,0.25,4.5,-11.56,-4.87,-0.48,-0.59,9.77,99070.61,24.03,2024-11-19 17:06:43
0.11,0.25,-1.38,-26.06,-45.56,-0.5,-2.87,-8.0,-4.37,-0.43,-0.58,9.77,99070.61,24.02,2024-11-19 17:06:43
0.38,-0.63,-1.68,-26.06,-45.56,-0.5,-12.5,-5.31,-7.62,-0.4,-0.64,9.77,99071.07,24.02,2024-11-19 17:06:43
0.56,-1.5,-0.74,-26.56,-45.06,-1.5,-2.56,-1.44,-12.94,-0.39,-0.67,9.77,99070.88,24.02,2024-11-19 17:06:43
0.33,-0.77,-1.62,-27.75,-43.38,-2.06,1.81,1.5,-15.88,-0.38,-0.67,9.77,99070.88,24.02,2024-11-19 17:06:43
-0.11,0.29,-0.96,-27.75,-43.38,-2.06,-8.31,6.0,-15.25,-0.4,-0.69,9.77,99070.81,24.02,2024-11-19 17:06:43
-0.09,-0.89,0.26,-27.37,-44.69,-3.5,-13.69,4.44,-10.81,-0.43,-0.78,9.76,99070.71,24.03,2024-11-19 17:06:43
0.31,-1.2,-0.44,-27.37,-44.69,-3.5,0.0,3.56,-11.0,-0.44,-0.79,9.76,99070.71,24.02,2024-11-19 17:06:43
0.33,-0.6,-1.62,-27.5,-44.25,-5.25,1.19,8.38,-13.38,-0.47,-0.78,9.76,99070.07,24.02,2024-11-19 17:06:43
0.2,-0.21,-0.7,-27.5,-44.25,-5.25,-13.19,11.63,-13.5,-0.51,-0.82,9.75,99069.84,24.02,2024-11-19 17:06:43
0.31,-0.79,1.31,-28.25,-44.25,-6.37,-13.19,10.69,-13.0,-0.55,-0.87,9.75,99069.84,24.02,2024-11-19 17:06:43
0.37,-0.2,1.84,-28.56,-43.0,-7.0,-2.94,4.69,-11.63,-0.58,-0.91,9.74,99070.03,24.02,2024-11-19 17:06:44
0.48,0.36,1.09,-28.56,-43.0,-7.0,-4.0,-4.75,-8.38,-0.56,-0.92,9.74,99070.31,24.02,2024-11-19 17:06:44
0.67,-0.1,0.9,-28.87,-42.19,-9.0,-8.38,-7.0,-8.19,-0.54,-0.95,9.74,99070.31,24.02,2024-11-19 17:06:44
0.44,-0.93,1.06,-28.87,-42.19,-9.0,-4.37,-6.81,-9.75,-0.5,-0.99,9.74,99070.81,24.02,2024-11-19 17:06:44
0.18,-0.8,0.66,-29.37,-42.38,-8.5,4.31,-1.69,-9.5,-0.47,-0.98,9.74,99070.94,24.02,2024-11-19 17:06:44
0.35,0.14,1.6,-29.37,-42.38,-8.5,7.37,4.62,-9.63,-0.48,-0.96,9.74,99070.94,24.03,2024-11-19 17:06:44
0.47,-0.12,2.11,-31.5,-41.88,-9.25,8.69,8.0,-11.31,-0.52,-0.91,9.74,99071.05,24.03,2024-11-19 17:06:44
0.7,-1.12,0.74,-32.25,-41.38,-9.56,19.0,5.37,-15.19,-0.55,-0.84,9.75,99070.82,24.03,2024-11-19 17:06:44
0.39,-1.08,-0.58,-32.25,-41.38,-9.56,23.87,6.12,-22.12,-0.57,-0.73,9.76,99070.82,24.02,2024-11-19 17:06:44
-0.35,0.05,-1.67,-30.69,-39.5,-10.19,12.44,8.19,-25.12,-0.59,-0.68,9.76,99070.63,24.02,2024-11-19 17:06:44
-0.71,-0.19,-0.57,-30.69,-39.5,-10.19,-3.37,9.06,-24.75,-0.62,-0.68,9.76,99070.48,24.02,2024-11-19 17:06:44
-0.4,-0.26,-0.13,-32.0,-41.75,-11.19,-5.19,7.62,-20.62,-0.66,-0.72,9.75,99070.48,24.02,2024-11-19 17:06:44
-0.19,-0.24,-0.04,-32.0,-41.75,-11.19,-3.37,8.44,-20.19,-0.69,-0.74,9.75,99070.52,24.02,2024-11-19 17:06:44
-0.36,0.63,0.35,-32.5,-38.19,-11.5,-1.37,7.12,-19.75,-0.72,-0.76,9.74,99070.88,24.02,2024-11-19 17:06:44
-0.13,0.18,-0.28,-33.88,-36.69,-12.88,1.19,4.19,-18.62,-0.73,-0.77,9.74,99070.88,24.02,2024-11-19 17:06:44
-0.07,-0.34,-1.1,-33.88,-36.69,-12.88,2.19,-1.25,-17.19,-0.73,-0.76,9.74,99070.64,24.02,2024-11-19 17:06:44
0.31,-0.13,-0.62,-33.25,-33.19,-12.88,1.25,-6.31,-16.31,-0.7,-0.76,9.75,99070.27,24.02,2024-11-19 17:06:44
0.36,-0.01,-0.95,-33.25,-33.19,-12.88,1.25,-7.69,-16.25,-0.66,-0.76,9.75,99070.27,24.02,2024-11-19 17:06:44
0.08,0.15,-1.33,-33.25,-32.0,-13.19,-5.44,-6.87,-14.19,-0.62,-0.78,9.75,99069.7,24.02,2024-11-19 17:06:44
0.02,-0.51,-0.99,-33.38,-30.0,-12.0,-4.37,-5.44,-11.25,-0.58,-0.81,9.75,99069.6,24.02,2024-11-19 17:06:44
-0.08,-0.48,-0.96,-33.38,-30.0,-12.0,-2.62,-3.44,-10.69,-0.56,-0.82,9.75,99069.6,24.02,2024-11-19 17:06:44
-0.2,0.17,-0.55,-32.06,-28.56,-12.19,-3.87,0.0,-7.94,-0.56,-0.84,9.75,99069.16,24.02,2024-11-19 17:06:44
-0.16,-0.38,0.09,-32.06,-28.56,-12.19,-9.44,2.19,-3.94,-0.57,-0.9,9.74,99069.52,24.02,2024-11-19 17:06:44
0.03,-0.62,1.48,-31.69,-26.87,-13.25,-9.38,1.5,-1.5,-0.57,-0.93,9.74,99069.52,24.02,2024-11-19 17:06:44
-0.02,0.04,1.31,-31.69,-26.87,-13.25,-2.37,-2.44,1.44,-0.57,-0.95,9.74,99069.38,24.02,2024-11-19 17:06:44
-0.1,0.11,0.01,-31.5,-25.69,-13.38,-4.5,-1.87,3.37,-0.55,-0.96,9.74,99069.23,24.02,2024-11-19 17:06:44
-0.15,-0.49,0.4,-31.5,-25.69,-13.38,-9.5,1.31,3.56,-0.56,-0.99,9.73,99069.23,24.01,2024-11-19 17:06:44
-0.06,-1.03,1.25,-30.75,-23.56,-14.38,-8.31,2.75,4.81,-0.58,-1.05,9.73,99069.4,24.01,2024-11-19 17:06:44
0.28,-0.78,1.6,-30.69,-22.37,-14.25,1.94,0.75,6.81,-0.58,-1.05,9.73,99068.9,24.01,2024-11-19 17:06:44
-0.05,-0.47,1.34,-30.69,-22.37,-14.25,5.69,3.31,4.94,-0.59,-1.03,9.73,99068.9,24.01,2024-11-19 17:06:44
-0.25,-0.23,1.96,-30.75,-20.75,-16.25,5.87,5.94,3.62,-0.62,-1.0,9.73,99069.98,24.01,2024-11-19 17:06:44
0.07,-0.66,1.62,-30.75,-20.75,-16.25,14.81,0.56,3.06,-0.64,-0.94,9.73,99069.9,24.01,2024-11-19 17:06:44
0.22,-0.75,-0.22,-29.19,-18.5,-15.88,19.0,-2.19,0.56,-0.63,-0.88,9.74,99069.9,24.01,2024-11-19 17:06:44
0.3,-0.09,-0.46,-29.19,-18.5,-15.88,13.13,-6.5,-3.62,-0.6,-0.8,9.75,99069.53,24.01,2024-11-19 17:06:44
0.34,-0.18,-0.37,-29.56,-19.25,-16.19,3.12,-11.31,-5.25,-0.53,-0.77,9.76,99069.14,24.01,2024-11-19 17:06:44
0.27,-0.07,0.23,-30.56,-19.56,-16.0,1.87,-11.63,-7.06,-0.49,-0.77,9.76,99069.14,24.01,2024-11-19 17:06:45
0.27,0.37,0.03,-30.56,-19.56,-16.0,5.44,-11.75,-7.25,-0.43,-0.75,9.76,99069.02,24.01,2024-11-19 17:06:45
0.36,-0.14,-1.14,-28.87,-19.25,-16.5,6.25,-11.5,-5.25,-0.37,-0.72,9.77,99068.51,24.01,2024-11-19 17:06:45
0.47,-0.81,-1.54,-28.87,-19.25,-16.5,4.94,-10.13,-5.37,-0.32,-0.7,9.77,99068.51,24.01,2024-11-19 17:06:45
0.55,-0.32,-1.65,-29.69,-18.75,-15.06,6.87,-6.5,-8.94,-0.3,-0.67,9.77,99068.7,24.01,2024-11-19 17:06:45
0.37,-0.44,-1.88,-29.69,-18.75,-15.06,1.5,-3.25,-9.56,-0.27,-0.66,9.78,99068.3,24.01,2024-11-19 17:06:45
0.19,-0.45,-1.04,-30.0,-17.75,-15.38,-5.87,0.37,-8.5,-0.26,-0.68,9.77,99068.3,24.0,2024-11-19 17:06:45
0.26,-0.28,-0.35,-30.0,-17.75,-15.38,-6.87,0.37,-7.69,-0.26,-0.71,9.77,99067.98,24.0,2024-11-19 17:06:45
0.45,-0.11,-0.96,-29.69,-17.75,-13.69,-8.13,2.31,-6.06,-0.26,-0.75,9.77,99068.31,24.0,2024-11-19 17:06:45
0.61,-0.28,-1.02,-29.06,-16.19,-13.38,-13.88,4.62,-6.12,-0.28,-0.79,9.77,99068.31,24.0,2024-11-19 17:06:45
0.63,-0.68,-0.36,-29.06,-16.19,-13.38,-17.87,8.25,-7.56,-0.31,-0.87,9.76,99068.67,24.0,2024-11-19 17:06:45
0.43,-0.26,0.27,-28.0,-14.56,-13.38,-15.63,11.25,-9.0,-0.37,-0.98,9.74,99068.34,24.0,2024-11-19 17:06:45
0.51,0.17,1.07,-28.0,-14.56,-13.38,-16.12,11.06,-8.25,-0.41,-1.04,9.74,99068.34,23.99,2024-11-19 17:06:45
0.45,0.08,1.74,-27.75,-13.06,-13.56,-15.94,10.13,-7.94,-0.45,-1.12,9.73,99067.73,23.99,2024-11-19 17:06:45
0.23,-0.16,2.13,-25.56,-11.25,-14.5,-9.81,7.94,-7.62,-0.49,-1.18,9.72,99067.74,23.99,2024-11-19 17:06:45
0.11,-0.82,1.27,-25.56,-11.25,-14.5,-2.81,5.62,-6.75,-0.51,-1.2,9.71,99067.74,23.99,2024-11-19 17:06:45
0.29,-0.71,1.19,-25.37,-10.25,-14.5,3.06,7.19,-7.81,-0.54,-1.19,9.71,99068.05,23.99,2024-11-19 17:06:45
0.45,-0.47,1.69,-25.37,-10.25,-14.5,6.5,10.63,-10.44,-0.58,-1.17,9.71,99068.41,23.99,2024-11-19 17:06:45
0.44,-0.5,1.82,-23.87,-8.25,-15.38,8.69,10.56,-11.88,-0.61,-1.14,9.71,99068.41,23.99,2024-11-19 17:06:45
0.36,-0.87,0.86,-23.87,-8.25,-15.38,15.06,7.62,-15.25,-0.65,-1.06,9.72,99068.4,23.99,2024-11-19 17:06:45
-0.21,-0.45,-0.99,-21.37,-10.06,-16.37,13.31,3.5,-21.37,-0.66,-0.99,9.73,99068.7,23.99,2024-11-19 17:06:45
-0.51,-0.09,-1.43,-21.37,-10.06,-16.37,7.12,3.87,-21.87,-0.67,-0.96,9.73,99068.7,23.99,2024-11-19 17:06:45
-0.61,0.35,0.51,-19.75,-10.06,-15.69,2.56,1.25,-20.19,-0.67,-0.96,9.73,99068.35,23.99,2024-11-19 17:06:45
-0.48,0.53,1.31,-18.5,-10.38,-15.06,7.44,-6.75,-16.0,-0.64,-0.94,9.73,99068.38,23.99,2024-11-19 17:06:45
-0.01,0.42,0.78,-18.5,-10.38,-15.06,14.0,-9.06,-13.63,-0.61,-0.9,9.74,99068.38,23.99,2024-11-19 17:06:45
0.0,0.02,-1.09,-16.69,-12.38,-14.25,15.88,-8.25,-12.75,-0.56,-0.82,9.75,99067.84,23.99,2024-11-19 17:06:45
-0.02,-0.25,-0.94,-16.69,-12.38,-14.25,11.69,-8.19,-11.56,-0.52,-0.76,9.76,99067.81,23.99,2024-11-19 17:06:45
0.19,-0.5,-0.64,-16.06,-13.56,-13.19,11.38,-10.06,-10.94,-0.48,-0.73,9.76,99067.81,24.0,2024-11-19 17:06:45
0.02,-0.46,-1.41,-16.06,-13.56,-13.19,6.37,-10.38,-12.25,-0.41,-0.68,9.77,99067.26,24.0,2024-11-19 17:06:45
-0.03,-0.28,-1.35,-15.88,-14.69,-11.5,-8.06,-5.75,-12.0,-0.37,-0.71,9.77,99066.8,24.0,2024-11-19 17:06:45
-0.21,-0.22,-0.66,-15.88,-14.69,-11.5,-9.88,-5.5,-9.31,-0.35,-0.74,9.77,99066.8,23.99,2024-11-19 17:06:45
-0.33,-0.03,-0.94,-16.25,-15.0,-11.25,-8.56,-2.06,-5.25,-0.33,-0.78,9.76,99067.27,23.99,2024-11-19 17:06:45
-0.24,0.32,-0.96,-16.19,-15.75,-10.38,-15.38,0.88,-1.06,-0.33,-0.85,9.76,99067.29,23.99,2024-11-19 17:06:45
-0.03,-0.5,-0.79,-16.19,-15.75,-10.38,-18.69,4.31,0.81,-0.35,-0.94,9.75,99067.29,23.99,2024-11-19 17:06:45
0.17,-0.68,-0.03,-15.06,-14.56,-10.0,-16.06,10.56,0.13,-0.38,-0.99,9.74,99067.34,23.99,2024-11-19 17:06:45
-0.17,0.19,0.72,-15.06,-14.56,-10.0,-15.0,12.19,0.13,-0.44,-1.07,9.73,99066.8,23.99,2024-11-19 17:06:45
-0.18,0.27,1.43,-14.56,-12.56,-8.25,-14.69,11.44,3.19,-0.48,-1.11,9.73,99066.8,23.99,2024-11-19 17:06:46
-0.18,0.3,1.34,-14.56,-12.56,-8.25,-12.69,9.63,7.25,-0.54,-1.18,9.72,99066.45,23.99,2024-11-19 17:06:46
-0.16,-0.18,1.97,-12.06,-11.75,-8.69,-8.63,5.62,9.25,-0.59,-1.25,9.7,99066.21,23.99,2024-11-19 17:06:46
0.0,-0.59,1.83,-12.06,-11.75,-8.69,-2.56,3.69,9.38,-0.61,-1.26,9.7,99066.21,23.99,2024-11-19 17:06:46
0.19,-0.16,2.02,-10.5,-11.0,-7.56,7.06,3.56,9.94,-0.64,-1.24,9.7,99066.76,23.99,2024-11-19 17:06:46
0.2,-0.34,2.17,-9.5,-11.19,-9.0,12.69,2.81,8.06,-0.66,-1.18,9.71,99066.8,23.99,2024-11-19 17:06:46
0.28,-0.56,1.52,-9.5,-11.19,-9.0,19.87,-1.19,2.0,-0.66,-1.1,9.72,99066.8,23.99,2024-11-19 17:06:46
0.16,-0.35,0.28,-7.75,-10.75,-7.37,20.62,-4.75,-1.69,-0.63,-0.99,9.73,99067.16,23.99,2024-11-19 17:06:46
0.37,-0.36,-0.69,-7.75,-10.75,-7.37,19.06,-9.38,-4.44,-0.59,-0.9,9.74,99067.07,23.99,2024-11-19 17:06:46
0.24,0.09,-1.44,-6.56,-9.75,-8.0,14.44,-9.56,-5.19,-0.55,-0.85,9.75,99067.07,23.99,2024-11-19 17:06:46
0.05,0.57,-0.4,-6.56,-9.75,-8.0,4.69,-8.5,-4.19,-0.51,-0.81,9.75,99066.91,23.99,2024-11-19 17:06:46
0.25,0.11,-0.54,-6.06,-12.75,-9.0,6.81,-8.81,-1.5,-0.45,-0.77,9.76,99066.32,23.99,2024-11-19 17:06:46
0.44,-0.4,-1.99,-5.75,-13.5,-8.69,10.25,-4.19,-2.06,-0.43,-0.74,9.76,99066.32,23.98,2024-11-19 17:06:46
0.34,-0.63,-1.93,-5.75,-13.5,-8.69,2.31,1.37,-5.56,-0.43,-0.71,9.77,99065.87,23.98,2024-11-19 17:06:46
0.19,-0.54,-1.46,-5.87,-14.19,-7.19,-5.69,1.5,-8.0,-0.44,-0.73,9.76,99065.61,23.98,2024-11-19 17:06:46
0.03,-0.66,-0.68,-5.87,-14.19,-7.19,-5.0,0.5,-8.69,-0.44,-0.75,9.76,99065.61,23.98,2024-11-19 17:06:46
0.3,-0.63,-0.56,-5.37,-14.88,-7.19,-3.0,-0.06,-8.44,-0.43,-0.77,9.76,99066.19,23.98,2024-11-19 17:06:46
0.3,-0.48,-0.43,-5.37,-14.88,-7.19,-9.06,0.88,-9.06,-0.43,-0.8,9.76,99066.3,23.99,2024-11-19 17:06:46
0.28,-0.62,0.1,-4.37,-16.37,-6.06,-12.94,0.75,-9.06,-0.43,-0.88,9.75,99066.3,23.99,2024-11-19 17:06:46
0.45,-0.94,0.26,-4.37,-16.37,-6.06,-7.75,-0.25,-9.0,-0.42,-0.91,9.75,99066.15,23.99,2024-11-19 17:06:46
0.57,-0.58,-0.8,-3.5,-16.37,-5.0,-6.75,1.81,-11.81,-0.42,-0.95,9.75,99066.13,23.99,2024-11-19 17:06:46
0.56,-0.53,-0.4,-3.69,-17.5,-5.25,-12.69,3.69,-12.5,-0.43,-0.99,9.74,99066.13,23.99,2024-11-19 17:06:46
0.56,-0.54,0.77,-3.69,-17.5,-5.25,-12.81,4.81,-12.56,-0.44,-1.06,9.73,99066.31,23.99,2024-11-19 17:06:46
0.62,-0.25,0.96,-4.0,-18.5,-4.0,-7.0,5.12,-11.75,-0.46,-1.11,9.73,99066.34,23.99,2024-11-19 17:06:46
0.58,0.37,1.08,-4.0,-18.5,-4.0,-6.06,4.37,-10.75,-0.48,-1.14,9.72,99066.34,23.99,2024-11-19 17:06:46
0.34,-0.24,0.97,-3.87,-18.25,-3.87,-7.94,3.56,-9.94,-0.49,-1.17,9.72,99066.53,23.99,2024-11-19 17:06:46
0.28,-0.76,0.87,-3.87,-18.25,-3.87,-2.87,5.25,-9.25,-0.5,-1.19,9.71,99066.84,23.99,2024-11-19 17:06:46
0.19,-0.4,1.4,-2.25,-19.25,-3.25,2.31,8.44,-9.0,-0.54,-1.18,9.71,99066.84,23.99,2024-11-19 17:06:46
0.23,0.3,1.89,-2.25,-19.25,-3.25,7.56,10.0,-8.56,-0.58,-1.15,9.72,99067.08,23.99,2024-11-19 17:06:46
0.67,-0.59,2.17,-2.06,-20.25,-2.37,9.94,5.56,-9.06,-0.61,-1.11,9.72,99066.8,23.99,2024-11-19 17:06:46
0.71,-1.29,0.52,-1.25,-21.5,-2.69,15.19,2.87,-12.94,-0.62,-1.07,9.72,99066.8,23.99,2024-11-19 17:06:46
0.04,-0.41,-1.08,-1.25,-21.5,-2.69,15.69,3.87,-21.0,-0.62,-0.99,9.73,99066.31,23.99,2024-11-19 17:06:46
-0.33,-0.06,-0.86,-1.69,-23.06,-2.25,5.94,5.19,-23.12,-0.64,-0.95,9.73,99066.32,23.99,2024-11-19 17:06:46
-0.65,0.28,0.74,-1.69,-23.06,-2.25,2.94,4.12,-21.69,-0.65,-0.95,9.73,99066.32,23.99,2024-11-19 17:06:46
-0.49,0.53,0.86,-1.37,-25.25,-3.75,5.44,-2.62,-17.31,-0.64,-0.93,9.74,99066.52,23.99,2024-11-19 17:06:46
-0.21,0.28,0.09,-1.37,-25.25,-3.75,9.0,-6.56,-15.25,-0.6,-0.9,9.74,99066.26,23.99,2024-11-19 17:06:47
-0.01,0.13,-0.46,-2.37,-25.69,-4.75,10.63,-8.56,-15.81,-0.56,-0.85,9.75,99066.26,23.99,2024-11-19 17:06:47
0.0,-0.25,-0.87,-2.37,-25.69,-4.75,10.25,-11.31,-15.56,-0.49,-0.81,9.76,99065.73,23.99,2024-11-19 17:06:47
0.13,-0.36,-1.45,-2.87,-27.06,-4.87,7.94,-13.25,-15.13,-0.42,-0.77,9.76,99065.77,23.99,2024-11-19 17:06:47
0.02,-0.26,-1.98,-4.69,-29.5,-5.25,3.0,-10.88,-15.88,-0.38,-0.75,9.76,99065.77,23.99,2024-11-19 17:06:47
-0.38,-0.18,-1.31,-4.69,-29.5,-5.25,-4.06,-5.56,-16.31,-0.34,-0.77,9.77,99065.69,23.99,2024-11-19 17:06:47
-0.61,-0.2,-0.82,-5.56,-29.56,-4.87,-4.56,-6.19,-12.75,-0.3,-0.79,9.76,99066.09,23.99,2024-11-19 17:06:47
-0.43,0.11,-0.7,-5.56,-29.56,-4.87,-2.94,-6.12,-9.13,-0.28,-0.81,9.76,99066.09,23.99,2024-11-19 17:06:47
-0.14,0.22,-1.0,-6.37,-29.56,-7.5,-6.12,-4.31,-4.81,-0.25,-0.83,9.76,99065.94,23.99,2024-11-19 17:06:47
0.0,-0.55,-0.5,-6.37,-29.56,-7.5,-11.06,-0.37,-1.94,-0.24,-0.88,9.76,99066.03,23.99,2024-11-19 17:06:47
0.03,-0.46,-0.16,-8.69,-29.5,-7.75,-8.25,3.81,-0.62,-0.25,-0.92,9.75,99066.03,23.99,2024-11-19 17:06:47
0.04,0.3,0.23,-8.69,-29.5,-7.75,-9.94,4.75,0.06,-0.27,-0.95,9.75,99065.64,23.99,2024-11-19 17:06:47
-0.04,0.41,0.84,-8.5,-30.19,-8.19,-17.12,5.31,3.37,-0.31,-1.06,9.74,99066.28,23.99,2024-11-19 17:06:47
0.02,0.2,1.2,-8.69,-29.37,-7.0,-15.63,6.81,7.69,-0.33,-1.11,9.73,99066.28,23.99,2024-11-19 17:06:47
-0.18,0.07,1.26,-8.69,-29.37,-7.0,-10.44,8.88,9.88,-0.38,-1.17,9.72,99065.98,23.99,2024-11-19 17:06:47
-0.06,-0.33,2.33,-9.75,-28.19,-7.19,-8.25,7.31,12.88,-0.42,-1.21,9.72,99065.95,24.0,2024-11-19 17:06:47
0.24,-0.2,2.77,-9.75,-28.19,-7.19,4.25,6.56,13.88,-0.47,-1.21,9.71,99065.95,24.0,2024-11-19 17:06:47
