a_x,a_y,a_z,m_x,m_y,m_z,omega_x,omega_y,omega_z,g_x,g_y,g_z,Pressure,Temperature,Timestamp
0.21,-0.61,0.06,0.25,1.25,-9.88,-17.19,-0.5,6.62,-0.52,-0.57,9.77,98965.74,25.46,2024-11-19 17:00:49
0.21,-0.3,0.58,0.25,1.25,-9.88,-13.63,1.12,6.62,-0.53,-0.63,9.77,98965.74,25.45,2024-11-19 17:00:49
0.28,-0.4,0.52,0.06,1.25,-11.19,-11.0,3.44,7.44,-0.54,-0.67,9.76,98965.74,25.45,2024-11-19 17:00:49
0.43,0.13,2.26,0.0,1.56,-9.06,-4.5,5.06,7.5,-0.57,-0.7,9.76,98966.09,25.45,2024-11-19 17:00:49
0.19,0.37,0.86,0.0,1.56,-9.06,5.81,2.69,7.75,-0.59,-0.68,9.76,98966.09,25.46,2024-11-19 17:00:49
0.2,-0.75,-0.17,0.19,2.87,-10.06,2.37,2.44,7.69,-0.6,-0.67,9.76,98966.09,25.45,2024-11-19 17:00:49
0.1,-0.94,0.45,0.19,2.87,-10.06,1.75,2.87,5.44,-0.62,-0.66,9.76,98965.36,25.45,2024-11-19 17:00:49
0.13,-0.04,0.69,-0.75,2.56,-9.19,7.5,-1.81,3.5,-0.62,-0.63,9.76,98966.04,25.46,2024-11-19 17:00:49
-0.03,0.47,0.91,-0.75,2.56,-9.19,7.5,-4.94,3.37,-0.6,-0.6,9.76,98966.04,25.46,2024-11-19 17:00:49
0.04,-0.16,0.51,-0.56,3.06,-10.06,5.69,-9.13,4.81,-0.57,-0.58,9.77,98966.48,25.46,2024-11-19 17:00:49
0.4,-0.87,-0.22,-0.56,3.06,-10.06,10.63,-8.75,5.37,-0.52,-0.53,9.77,98966.16,25.46,2024-11-19 17:00:49
0.4,-0.61,-0.83,-0.25,3.5,-10.56,16.37,-6.19,3.94,-0.5,-0.48,9.78,98966.16,25.46,2024-11-19 17:00:49
0.43,-0.4,-1.27,-0.25,3.5,-10.56,13.88,-2.0,1.56,-0.49,-0.4,9.78,98966.16,25.46,2024-11-19 17:00:49
0.46,-0.53,-0.82,-1.56,2.37,-10.25,8.25,1.75,-0.88,-0.49,-0.35,9.78,98966.13,25.46,2024-11-19 17:00:49
0.35,-0.4,-0.73,-1.56,2.37,-10.25,6.69,2.31,-2.19,-0.5,-0.32,9.78,98966.13,25.46,2024-11-19 17:00:49
0.36,-0.18,-0.73,-2.37,3.06,-9.88,4.31,3.62,-2.69,-0.52,-0.3,9.78,98965.94,25.46,2024-11-19 17:00:49
0.14,-0.04,-0.84,-2.06,2.19,-10.25,0.81,3.56,-2.12,-0.54,-0.29,9.78,98966.2,25.46,2024-11-19 17:00:49
0.32,-0.38,-0.88,-2.06,2.19,-10.25,-3.31,4.37,-0.44,-0.55,-0.31,9.78,98966.2,25.46,2024-11-19 17:00:49
0.38,-0.27,-0.41,-3.25,2.5,-9.88,-5.81,6.0,0.13,-0.57,-0.33,9.78,98966.21,25.46,2024-11-19 17:00:49
0.5,-0.18,0.43,-3.25,2.5,-9.88,-8.38,5.75,0.37,-0.6,-0.37,9.78,98966.23,25.46,2024-11-19 17:00:49
0.52,0.05,0.52,-3.25,2.75,-9.0,-7.5,5.31,-0.25,-0.63,-0.41,9.77,98966.23,25.46,2024-11-19 17:00:50
0.69,0.46,0.45,-3.25,2.75,-9.0,-6.87,4.12,-0.5,-0.64,-0.43,9.77,98966.53,25.46,2024-11-19 17:00:50
0.45,0.1,-0.48,-2.19,2.69,-9.75,-9.56,3.62,-2.0,-0.67,-0.48,9.77,98966.69,25.46,2024-11-19 17:00:50
0.01,0.0,0.56,-3.56,3.5,-8.19,-10.5,4.62,-1.37,-0.68,-0.52,9.76,98966.69,25.45,2024-11-19 17:00:50
-0.34,-0.03,1.62,-3.56,3.5,-8.19,-6.56,3.19,1.75,-0.7,-0.56,9.76,98966.89,25.45,2024-11-19 17:00:50
-0.16,0.25,2.58,-2.87,3.75,-7.69,2.25,-0.13,4.0,-0.71,-0.57,9.76,98967.06,25.45,2024-11-19 17:00:50
-0.04,0.6,2.07,-2.87,3.75,-7.69,9.75,-3.0,2.75,-0.7,-0.54,9.76,98967.06,25.45,2024-11-19 17:00:50
-0.35,-0.46,0.29,-2.75,3.5,-8.56,3.19,-5.5,0.25,-0.67,-0.51,9.77,98966.48,25.45,2024-11-19 17:00:50
-0.67,-1.13,0.9,-2.75,3.5,-8.56,8.5,-6.62,-0.88,-0.65,-0.49,9.77,98965.84,25.45,2024-11-19 17:00:50
-0.5,0.12,-0.1,-2.75,2.25,-7.75,14.63,-9.31,-0.5,-0.6,-0.42,9.77,98965.84,25.45,2024-11-19 17:00:50
-0.25,0.49,-0.3,-4.69,3.19,-7.37,4.44,-8.13,-0.13,-0.56,-0.38,9.78,98965.97,25.45,2024-11-19 17:00:50
-0.06,-0.11,0.0,-4.69,3.19,-7.37,0.75,-6.56,0.88,-0.53,-0.37,9.78,98966.1,25.45,2024-11-19 17:00:50
0.18,-0.72,-0.01,-5.69,2.0,-8.19,7.25,-6.12,1.5,-0.51,-0.35,9.78,98966.1,25.45,2024-11-19 17:00:50
0.22,0.02,-1.16,-5.69,2.0,-8.19,8.88,-4.19,1.25,-0.48,-0.3,9.78,98966.02,25.45,2024-11-19 17:00:50
0.08,-0.13,-0.98,-6.06,2.0,-7.87,-1.62,-1.87,1.25,-0.47,-0.3,9.79,98965.75,25.45,2024-11-19 17:00:50
0.0,-0.53,-0.79,-6.06,2.0,-7.87,-2.37,-0.13,2.69,-0.47,-0.31,9.79,98965.75,25.44,2024-11-19 17:00:50
0.0,-0.5,-1.11,-5.69,3.0,-7.69,-3.0,1.56,3.94,-0.47,-0.32,9.78,98965.75,25.44,2024-11-19 17:00:50
0.01,-0.29,-0.66,-5.69,3.0,-7.69,-5.37,3.56,4.37,-0.49,-0.35,9.78,98965.54,25.44,2024-11-19 17:00:50
-0.06,-0.43,-0.13,-5.0,1.19,-7.5,-6.62,4.25,5.31,-0.5,-0.37,9.78,98965.54,25.44,2024-11-19 17:00:50
-0.07,-0.5,-0.17,-6.06,1.5,-6.75,-5.19,3.19,6.75,-0.52,-0.4,9.78,98965.94,25.44,2024-11-19 17:00:50
-0.01,-0.45,-0.17,-6.06,1.5,-6.75,-5.31,0.56,9.0,-0.53,-0.43,9.78,98966.27,25.44,2024-11-19 17:00:50
0.04,-0.27,-0.02,-5.69,0.25,-6.37,-5.87,-1.56,10.56,-0.53,-0.45,9.78,98966.27,25.44,2024-11-19 17:00:50
0.17,0.03,-0.08,-5.69,0.25,-6.37,-6.37,-2.81,12.06,-0.52,-0.48,9.78,98966.35,25.44,2024-11-19 17:00:50
0.29,0.05,-0.21,-6.75,1.06,-7.56,-9.38,-2.12,12.19,-0.51,-0.52,9.77,98965.86,25.44,2024-11-19 17:00:50
0.21,0.09,-0.17,-6.75,1.06,-7.56,-11.19,-1.19,11.94,-0.51,-0.55,9.77,98965.86,25.44,2024-11-19 17:00:50
0.07,-0.22,0.02,-6.0,0.56,-7.06,-12.81,-1.31,13.13,-0.5,-0.61,9.77,98965.76,25.44,2024-11-19 17:00:50
0.04,-0.02,0.98,-6.0,0.56,-7.06,-8.94,-0.62,15.69,-0.5,-0.66,9.77,98965.6,25.44,2024-11-19 17:00:50
0.16,0.05,0.9,-7.06,0.56,-6.0,-3.44,0.88,17.5,-0.51,-0.68,9.76,98965.6,25.44,2024-11-19 17:00:50
0.38,-0.02,1.35,-7.06,0.56,-6.0,-2.0,1.75,17.12,-0.52,-0.69,9.76,98966.23,25.44,2024-11-19 17:00:50
0.49,-0.5,0.91,-6.25,0.88,-6.25,5.25,-0.06,14.81,-0.53,-0.67,9.76,98966.15,25.44,2024-11-19 17:00:50
0.38,-0.96,0.34,-6.5,-0.19,-5.5,7.94,-0.44,13.38,-0.53,-0.65,9.77,98966.15,25.43,2024-11-19 17:00:50
0.14,-0.42,0.45,-6.5,-0.19,-5.5,9.44,1.62,11.63,-0.54,-0.6,9.77,98966.32,25.43,2024-11-19 17:00:50
0.02,0.22,1.01,-4.75,0.06,-4.5,9.38,1.69,11.88,-0.55,-0.55,9.77,98966.64,25.43,2024-11-19 17:00:50
-0.05,0.25,0.82,-4.75,0.06,-4.5,9.5,0.75,13.13,-0.56,-0.51,9.77,98966.64,25.43,2024-11-19 17:00:50
-0.01,-0.37,0.23,-4.37,-0.88,-5.25,11.0,-1.5,14.88,-0.56,-0.46,9.77,98966.39,25.43,2024-11-19 17:00:50
0.29,-0.58,-0.18,-4.37,-0.88,-5.25,13.06,-2.37,14.44,-0.55,-0.39,9.78,98966.38,25.43,2024-11-19 17:00:50
0.61,-0.34,-0.53,-4.75,-1.87,-4.87,12.06,-0.88,11.13,-0.55,-0.32,9.78,98966.38,25.43,2024-11-19 17:00:51
0.45,-0.18,-0.69,-4.75,-1.87,-4.87,4.25,1.0,7.31,-0.55,-0.29,9.78,98966.4,25.43,2024-11-19 17:00:51
0.33,-0.65,-0.42,-4.75,-1.5,-6.19,0.19,2.31,5.19,-0.56,-0.28,9.78,98966.59,25.43,2024-11-19 17:00:51
0.35,-0.54,-0.36,-3.69,-3.69,-5.5,1.94,1.87,4.87,-0.57,-0.28,9.78,98966.59,25.42,2024-11-19 17:00:51
0.54,-0.36,-1.12,-3.69,-3.69,-5.5,-3.25,1.94,3.12,-0.58,-0.28,9.78,98967.02,25.42,2024-11-19 17:00:51
0.49,-0.53,-0.29,-3.19,-3.69,-5.5,-9.63,4.12,1.37,-0.6,-0.32,9.78,98966.77,25.42,2024-11-19 17:00:51
0.48,-0.38,-0.01,-3.19,-3.69,-5.5,-4.62,4.12,1.19,-0.62,-0.35,9.78,98966.77,25.42,2024-11-19 17:00:51
0.58,-0.17,-0.77,-2.87,-3.25,-6.56,-6.81,4.0,1.12,-0.64,-0.38,9.77,98966.57,25.42,2024-11-19 17:00:51
0.54,-0.25,-0.49,-2.56,-5.37,-6.25,-11.5,4.31,0.19,-0.66,-0.43,9.77,98966.14,25.41,2024-11-19 17:00:51
0.39,-0.24,0.12,-2.56,-5.37,-6.25,-11.13,3.06,0.62,-0.67,-0.47,9.77,98966.14,25.41,2024-11-19 17:00:51
0.63,0.13,0.24,-0.19,-4.69,-6.69,-7.56,0.75,1.56,-0.68,-0.51,9.76,98966.54,25.41,2024-11-19 17:00:51
0.68,0.21,-0.08,-0.19,-4.69,-6.69,-10.63,0.62,-0.44,-0.68,-0.57,9.76,98966.98,25.41,2024-11-19 17:00:51
0.4,-0.21,0.2,-1.75,-4.87,-6.69,-13.56,1.25,-1.75,-0.68,-0.61,9.76,98966.98,25.4,2024-11-19 17:00:51
0.07,-0.45,0.94,-1.75,-4.87,-6.69,-11.75,0.37,-1.62,-0.69,-0.68,9.75,98966.9,25.4,2024-11-19 17:00:51
-0.15,-0.18,1.39,-1.56,-4.56,-7.0,-6.69,-1.31,-0.5,-0.68,-0.72,9.75,98966.85,25.4,2024-11-19 17:00:51
0.05,-0.2,2.1,-1.56,-4.56,-7.0,-3.62,-2.19,0.5,-0.67,-0.73,9.75,98966.85,25.4,2024-11-19 17:00:51
0.35,-0.29,1.5,-1.87,-6.0,-4.75,9.13,-2.75,-1.62,-0.66,-0.71,9.75,98966.89,25.4,2024-11-19 17:00:51
-0.22,-0.4,0.26,-0.25,-5.56,-6.06,11.38,-3.37,-5.62,-0.64,-0.65,9.76,98966.91,25.4,2024-11-19 17:00:51
-0.48,-0.59,0.38,-0.25,-5.56,-6.06,11.5,-4.19,-6.75,-0.62,-0.6,9.76,98966.91,25.4,2024-11-19 17:00:51
-0.8,-0.13,0.44,-0.25,-6.56,-6.25,18.56,-6.87,-4.5,-0.59,-0.52,9.77,98966.54,25.4,2024-11-19 17:00:51
-0.51,0.53,-0.49,-0.25,-6.56,-6.25,14.5,-6.56,-2.56,-0.55,-0.44,9.78,98966.8,25.4,2024-11-19 17:00:51
-0.45,0.58,0.32,0.5,-6.56,-6.5,7.25,-5.56,-1.69,-0.54,-0.41,9.78,98966.8,25.4,2024-11-19 17:00:51
0.04,-0.12,0.08,0.5,-6.56,-6.5,7.69,-8.25,1.69,-0.5,-0.38,9.78,98966.67,25.4,2024-11-19 17:00:51
0.26,-0.1,-1.55,-0.19,-8.75,-6.87,9.25,-8.38,2.75,-0.46,-0.33,9.79,98966.72,25.4,2024-11-19 17:00:51
0.24,-0.62,-1.31,-0.19,-8.75,-7.87,-1.19,-4.62,2.25,-0.43,-0.31,9.79,98966.72,25.4,2024-11-19 17:00:51
0.05,-0.53,-0.79,-0.19,-8.75,-7.87,-3.5,0.19,1.69,-0.42,-0.33,9.79,98967.23,25.4,2024-11-19 17:00:51
-0.05,-0.35,-0.52,0.56,-7.87,-9.38,0.25,3.56,2.94,-0.43,-0.34,9.79,98966.96,25.4,2024-11-19 17:00:51
-0.05,-0.41,-0.59,0.56,-7.87,-9.38,0.31,5.69,3.37,-0.46,-0.33,9.78,98966.96,25.4,2024-11-19 17:00:51
-0.18,-0.59,-0.39,0.69,-7.75,-8.19,0.5,9.06,3.44,-0.5,-0.36,9.78,98967.37,25.4,2024-11-19 17:00:51
-0.3,-0.29,-0.05,0.69,-7.75,-8.19,3.56,9.88,4.19,-0.56,-0.37,9.78,98967.21,25.4,2024-11-19 17:00:51
-0.3,-0.06,0.17,0.69,-9.5,-10.25,3.81,8.0,5.5,-0.58,-0.35,9.78,98967.21,25.4,2024-11-19 17:00:51
-0.11,0.29,-0.08,0.69,-9.5,-10.25,0.75,2.0,9.0,-0.61,-0.34,9.78,98967.09,25.4,2024-11-19 17:00:51
0.25,-0.21,-0.33,1.87,-8.38,-10.0,-6.56,-3.06,12.13,-0.59,-0.37,9.78,98967.16,25.4,2024-11-19 17:00:51
0.5,-0.15,-0.26,3.0,-8.38,-8.88,-8.44,-2.56,12.75,-0.59,-0.4,9.78,98967.16,25.39,2024-11-19 17:00:51
0.5,0.03,-0.57,3.0,-8.38,-8.88,-10.56,0.75,11.31,-0.59,-0.44,9.77,98966.8,25.39,2024-11-19 17:00:51
0.24,-0.28,0.01,4.5,-8.25,-10.56,-20.44,4.19,9.31,-0.61,-0.52,9.77,98967.12,25.39,2024-11-19 17:00:52
0.04,-0.33,0.92,4.5,-8.25,-10.56,-21.81,2.75,10.31,-0.62,-0.63,9.76,98967.12,25.39,2024-11-19 17:00:52
0.0,-0.19,0.82,4.87,-7.25,-9.38,-16.5,-1.19,12.75,-0.62,-0.71,9.76,98967.04,25.39,2024-11-19 17:00:52
0.06,0.01,1.55,4.87,-7.25,-9.38,-16.81,-2.75,14.56,-0.62,-0.76,9.75,98966.98,25.39,2024-11-19 17:00:52
0.21,0.21,2.07,4.75,-6.37,-10.25,-5.06,-5.12,16.31,-0.6,-0.81,9.75,98966.98,25.39,2024-11-19 17:00:52
0.45,-0.17,0.94,4.75,-6.37,-10.25,5.31,-4.44,15.0,-0.59,-0.79,9.75,98967.23,25.39,2024-11-19 17:00:52
0.38,-0.43,0.56,6.0,-5.06,-10.0,7.31,-2.56,10.88,-0.58,-0.75,9.76,98967.23,25.39,2024-11-19 17:00:52
0.19,-0.31,0.62,6.06,-5.5,-11.38,10.5,-4.25,9.5,-0.57,-0.72,9.76,98967.23,25.39,2024-11-19 17:00:52
0.15,-0.26,-0.18,6.06,-5.5,-11.38,11.81,-7.0,8.25,-0.54,-0.65,9.76,98966.96,25.39,2024-11-19 17:00:52
-0.06,0.15,0.23,6.5,-4.87,-11.06,11.25,-5.81,6.19,-0.51,-0.6,9.77,98967.03,25.39,2024-11-19 17:00:52
-0.15,0.32,0.16,6.5,-4.87,-11.06,12.13,-5.56,5.75,-0.48,-0.54,9.77,98967.03,25.39,2024-11-19 17:00:52
-0.19,0.22,-0.53,6.56,-4.87,-11.75,10.44,-3.12,6.5,-0.47,-0.48,9.78,98966.8,25.39,2024-11-19 17:00:52
0.07,-0.39,-0.87,6.56,-4.87,-11.75,8.94,-0.62,5.81,-0.46,-0.43,9.78,98967.41,25.39,2024-11-19 17:00:52
0.2,-0.22,-1.0,6.56,-4.56,-12.06,7.69,1.12,4.12,-0.46,-0.4,9.78,98967.41,25.39,2024-11-19 17:00:52
0.12,-0.05,-0.61,7.37,-4.5,-12.19,-0.88,1.0,2.94,-0.47,-0.39,9.78,98967.19,25.39,2024-11-19 17:00:52
0.25,-0.32,0.22,7.37,-4.5,-12.19,-1.12,-0.25,3.87,-0.47,-0.4,9.78,98967.9,25.38,2024-11-19 17:00:52
0.54,-0.25,-0.5,6.5,-4.06,-11.69,2.19,-0.25,3.0,-0.47,-0.39,9.78,98967.9,25.38,2024-11-19 17:00:52
0.49,-0.23,-1.0,6.5,-4.06,-11.69,-6.62,2.69,0.56,-0.48,-0.41,9.78,98967.61,25.38,2024-11-19 17:00:52
0.32,-0.88,0.03,8.69,-3.19,-12.0,-5.12,3.19,0.37,-0.5,-0.44,9.78,98968.0,25.38,2024-11-19 17:00:52
0.39,-0.44,-0.13,8.69,-3.19,-12.0,-0.37,2.81,0.37,-0.51,-0.45,9.78,98968.0,25.38,2024-11-19 17:00:52
0.35,0.12,-0.21,8.25,-4.06,-11.5,-4.69,1.81,0.0,-0.52,-0.46,9.78,98967.8,25.38,2024-11-19 17:00:52
0.39,0.05,0.24,8.56,-2.75,-11.69,-10.13,0.44,0.25,-0.52,-0.5,9.77,98967.88,25.38,2024-11-19 17:00:52
0.41,-0.07,0.05,8.56,-2.75,-11.69,-8.81,-1.37,1.37,-0.52,-0.55,9.77,98967.88,25.39,2024-11-19 17:00:52
0.51,-0.19,-0.62,8.25,-0.88,-11.38,-7.19,-2.0,2.81,-0.51,-0.57,9.77,98967.89,25.39,2024-11-19 17:00:52
0.49,-0.21,-0.16,8.25,-0.88,-11.38,-11.25,2.62,1.56,-0.51,-0.63,9.77,98967.98,25.39,2024-11-19 17:00:52
0.38,-0.57,0.19,9.19,-1.06,-12.25,-11.69,5.31,-0.13,-0.53,-0.67,9.76,98967.98,25.39,2024-11-19 17:00:52
0.0,-1.05,1.15,9.19,-1.06,-12.25,-10.88,7.31,-2.12,-0.56,-0.73,9.76,98967.77,25.39,2024-11-19 17:00:52
0.09,-0.2,3.13,10.19,0.25,-13.0,3.5,3.19,-0.44,-0.59,-0.74,9.76,98968.07,25.39,2024-11-19 17:00:52
0.07,0.58,1.17,10.19,0.25,-13.0,14.38,-0.44,-0.69,-0.59,-0.68,9.76,98968.07,25.39,2024-11-19 17:00:52
-0.45,-0.21,-0.25,10.06,0.37,-13.25,3.06,-1.06,-2.69,-0.58,-0.64,9.76,98967.86,25.39,2024-11-19 17:00:52
-0.72,-1.1,0.71,9.69,0.37,-12.75,13.0,-0.56,0.31,-0.58,-0.61,9.77,98968.09,25.39,2024-11-19 17:00:52
-0.67,0.3,0.0,9.69,0.37,-12.75,22.5,-1.87,3.06,-0.57,-0.54,9.77,98968.09,25.39,2024-11-19 17:00:52
-0.11,0.67,-0.17,9.56,1.87,-13.38,11.38,-0.81,5.31,-0.57,-0.45,9.77,98968.53,25.39,2024-11-19 17:00:52
0.0,-0.14,1.15,9.56,1.87,-13.38,4.12,-0.5,6.0,-0.57,-0.43,9.78,98968.15,25.39,2024-11-19 17:00:52
0.05,-0.32,0.78,9.56,0.75,-14.06,11.63,-5.19,8.06,-0.55,-0.38,9.78,98968.15,25.38,2024-11-19 17:00:52
0.16,0.0,-1.06,9.56,0.75,-14.06,5.44,-8.38,9.31,-0.51,-0.33,9.78,98967.45,25.38,2024-11-19 17:00:53
0.32,-0.57,-1.48,9.06,-0.25,-14.0,-4.12,-7.0,10.0,-0.48,-0.34,9.78,98968.02,25.38,2024-11-19 17:00:53
0.38,-0.82,-0.93,9.75,0.88,-13.56,-3.44,-2.94,9.19,-0.46,-0.35,9.78,98968.02,25.38,2024-11-19 17:00:53
0.15,-0.42,-0.65,9.75,0.88,-13.56,-2.19,3.62,7.87,-0.47,-0.36,9.78,98968.18,25.38,2024-11-19 17:00:53
-0.01,-0.51,-0.13,9.5,0.25,-13.38,-3.81,8.13,7.19,-0.51,-0.37,9.78,98968.24,25.38,2024-11-19 17:00:53
-0.05,-0.76,-0.04,9.5,0.25,-13.38,-2.31,9.25,7.06,-0.55,-0.38,9.78,98968.24,25.38,2024-11-19 17:00:53
-0.1,-0.61,-0.29,10.5,0.56,-13.69,1.56,7.69,7.06,-0.6,-0.39,9.78,98968.64,25.38,2024-11-19 17:00:53
-0.12,-0.22,-0.23,10.5,0.56,-13.69,-1.69,4.62,7.94,-0.62,-0.39,9.77,98968.16,25.38,2024-11-19 17:00:53
0.06,-0.18,0.28,10.06,0.69,-12.56,-6.0,-0.94,10.06,-0.63,-0.41,9.77,98968.16,25.38,2024-11-19 17:00:53
0.16,-0.01,0.31,10.06,0.69,-12.56,-6.37,-3.75,11.06,-0.61,-0.44,9.77,98968.41,25.38,2024-11-19 17:00:53
0.29,0.0,-0.49,10.75,0.69,-13.25,-11.63,-2.19,9.19,-0.6,-0.48,9.77,98968.26,25.38,2024-11-19 17:00:53
0.05,-0.21,-0.2,10.38,3.0,-12.56,-16.75,0.5,7.81,-0.6,-0.53,9.77,98968.26,25.39,2024-11-19 17:00:53
-0.16,-0.06,0.82,10.38,3.0,-12.56,-15.56,1.37,9.38,-0.61,-0.61,9.76,98968.93,25.39,2024-11-19 17:00:53
0.31,0.03,0.59,10.88,2.69,-13.38,-8.81,0.19,12.75,-0.62,-0.66,9.76,98968.68,25.39,2024-11-19 17:00:53
0.41,-0.02,0.21,10.88,2.69,-13.38,-10.5,0.56,12.0,-0.62,-0.7,9.76,98968.68,25.39,2024-11-19 17:00:53
0.15,-0.29,1.43,11.06,3.19,-13.19,-8.25,-0.94,12.31,-0.62,-0.75,9.75,98968.48,25.39,2024-11-19 17:00:53
0.44,-0.57,1.01,11.06,3.19,-13.19,2.44,-2.19,14.06,-0.62,-0.74,9.75,98968.67,25.39,2024-11-19 17:00:53
0.48,-0.34,0.24,10.25,4.37,-12.19,8.56,-0.37,14.56,-0.62,-0.71,9.76,98968.67,25.39,2024-11-19 17:00:53
0.4,-0.33,0.81,11.38,4.5,-13.69,7.25,4.0,11.81,-0.64,-0.67,9.76,98969.43,25.39,2024-11-19 17:00:53
0.25,0.08,1.4,11.38,4.5,-13.69,14.13,3.06,10.5,-0.66,-0.61,9.76,98969.95,25.39,2024-11-19 17:00:53
0.22,0.36,0.62,10.5,4.0,-13.0,17.81,-0.31,11.5,-0.66,-0.55,9.76,98969.95,25.39,2024-11-19 17:00:53
0.39,0.0,-0.7,10.5,4.0,-13.0,15.5,-3.5,11.5,-0.65,-0.46,9.77,98969.52,25.39,2024-11-19 17:00:53
0.2,-0.13,-0.85,9.56,3.25,-13.06,9.13,-2.44,8.69,-0.64,-0.4,9.77,98969.77,25.39,2024-11-19 17:00:53
0.26,-0.39,-0.47,9.56,3.25,-13.06,6.0,-1.75,7.56,-0.64,-0.38,9.77,98969.77,25.39,2024-11-19 17:00:53
0.25,-0.1,-0.29,10.25,2.5,-12.0,5.5,-0.69,5.06,-0.63,-0.35,9.77,98969.41,25.39,2024-11-19 17:00:53
0.19,-0.02,-0.79,10.25,2.5,-12.0,0.31,-0.25,3.19,-0.63,-0.33,9.78,98968.98,25.39,2024-11-19 17:00:53
0.14,-0.57,-0.59,10.56,2.5,-13.56,-5.12,1.94,1.94,-0.64,-0.35,9.77,98968.98,25.39,2024-11-19 17:00:53
0.2,-0.85,-0.37,10.56,2.25,-13.56,-0.94,3.12,1.69,-0.65,-0.37,9.77,98969.03,25.39,2024-11-19 17:00:53
0.36,-0.49,-0.54,10.56,2.25,-13.56,1.37,3.5,0.88,-0.66,-0.37,9.77,98969.02,25.39,2024-11-19 17:00:53
0.35,-0.45,-0.52,10.25,3.37,-12.75,-1.69,3.56,0.13,-0.67,-0.38,9.77,98969.02,25.39,2024-11-19 17:00:53
0.31,-1.03,-0.56,10.25,3.37,-12.75,-5.62,3.75,-1.12,-0.69,-0.42,9.77,98968.9,25.39,2024-11-19 17:00:53
0.44,-1.25,-0.67,11.25,2.69,-12.69,-2.5,4.87,-2.69,-0.71,-0.44,9.77,98968.79,25.39,2024-11-19 17:00:53
0.48,-0.6,-0.47,11.25,2.69,-12.69,-1.0,6.56,-5.56,-0.73,-0.44,9.76,98968.79,25.39,2024-11-19 17:00:53
0.28,0.0,0.61,10.5,2.37,-12.0,-5.75,2.94,-6.81,-0.76,-0.47,9.76,98968.41,25.39,2024-11-19 17:00:53
0.3,0.03,0.36,11.75,2.37,-11.56,-2.81,-3.37,-4.62,-0.75,-0.5,9.76,98967.95,25.39,2024-11-19 17:00:53
0.41,-0.05,-0.3,11.75,2.37,-11.56,-3.87,-5.81,-3.19,-0.73,-0.51,9.76,98967.95,25.39,2024-11-19 17:00:53
0.5,-0.45,-0.48,11.38,3.5,-12.38,-8.81,-4.37,-3.19,-0.7,-0.56,9.76,98967.8,25.39,2024-11-19 17:00:54
0.38,-0.36,0.03,11.38,3.5,-12.38,-9.5,3.37,-6.0,-0.71,-0.61,9.76,98967.94,25.38,2024-11-19 17:00:54
-0.04,0.0,1.52,11.0,3.19,-12.5,-8.69,5.69,-5.81,-0.72,-0.64,9.75,98967.94,25.38,2024-11-19 17:00:54
0.0,-0.08,1.85,11.0,3.19,-12.5,-0.37,3.94,-4.44,-0.74,-0.66,9.75,98968.26,25.38,2024-11-19 17:00:54
-0.01,-0.31,2.16,12.06,2.75,-12.06,7.44,-0.75,-2.94,-0.75,-0.64,9.75,98969.02,25.38,2024-11-19 17:00:54
-0.13,-0.28,1.71,12.06,2.75,-12.06,14.06,-3.44,-2.56,-0.74,-0.6,9.75,98969.02,25.39,2024-11-19 17:00:54
-0.34,0.0,0.85,12.38,2.75,-12.06,16.81,-6.0,-2.31,-0.71,-0.51,9.76,98969.39,25.39,2024-11-19 17:00:54
-0.45,0.24,0.38,12.06,3.5,-12.06,15.56,-7.19,-1.12,-0.68,-0.44,9.77,98969.19,25.39,2024-11-19 17:00:54
-0.21,-0.06,-0.07,12.06,3.5,-12.06,13.44,-8.63,1.62,-0.64,-0.36,9.77,98969.19,25.38,2024-11-19 17:00:54
-0.06,0.1,0.02,12.06,2.5,-12.88,12.5,-8.31,3.94,-0.59,-0.3,9.78,98968.58,25.38,2024-11-19 17:00:54
0.26,0.35,-0.53,12.06,2.5,-12.88,6.56,-6.56,5.06,-0.56,-0.25,9.78,98968.04,25.38,2024-11-19 17:00:54
0.33,-0.22,-0.86,12.75,2.75,-13.19,2.56,-3.31,4.87,-0.54,-0.24,9.78,98968.04,25.38,2024-11-19 17:00:54
0.05,-0.41,-0.86,12.75,2.75,-13.19,0.75,0.19,4.37,-0.54,-0.23,9.78,98968.36,25.38,2024-11-19 17:00:54
0.02,-0.62,-1.41,12.75,1.0,-13.56,-0.56,2.06,5.12,-0.55,-0.23,9.78,98968.97,25.39,2024-11-19 17:00:54
-0.03,-0.56,-1.17,12.75,1.0,-13.56,-2.5,4.69,4.81,-0.56,-0.24,9.78,98968.97,25.39,2024-11-19 17:00:54
-0.24,-0.37,-0.43,12.06,0.56,-14.75,-3.81,6.69,5.69,-0.61,-0.26,9.78,98968.83,25.39,2024-11-19 17:00:54
-0.23,-0.21,-0.18,12.5,2.19,-13.38,-1.62,5.94,8.0,-0.63,-0.26,9.78,98968.78,25.39,2024-11-19 17:00:54
-0.2,-0.14,-0.75,12.5,2.19,-13.38,-3.31,4.5,10.31,-0.65,-0.27,9.78,98968.78,25.39,2024-11-19 17:00:54
-0.09,-0.42,-0.58,12.88,1.5,-14.25,-7.12,3.25,12.69,-0.67,-0.3,9.77,98968.87,25.39,2024-11-19 17:00:54
0.15,-0.33,0.3,12.88,1.5,-14.25,-4.94,0.44,15.75,-0.68,-0.32,9.77,98969.02,25.39,2024-11-19 17:00:54
