a_x,a_y,a_z,m_x,m_y,m_z,omega_x,omega_y,omega_z,g_x,g_y,g_z,Pressure,Temperature,Timestamp
-1.34,-0.88,8.34,-17.37,1.0,-49.5,3.81,-1.75,-9.25,-0.46,-0.79,9.76,102762.48,22.83,2024-11-12 16:35:08
-1.48,-1.12,8.87,-17.5,-0.88,-48.56,2.81,-2.0,-6.69,-0.46,-0.77,9.76,102762.46,22.83,2024-11-12 16:35:08
-1.14,-1.46,10.86,-17.06,-1.0,-49.06,-10.69,5.44,-12.75,-0.39,-0.88,9.75,102762.34,22.83,2024-11-12 16:35:08
-2.01,-1.07,9.94,-16.37,-0.56,-48.38,-23.94,-1.19,-1.94,-0.48,-1.04,9.73,102762.0,22.83,2024-11-12 16:35:08
-0.69,-3.41,10.64,-16.5,-1.25,-48.69,-0.37,5.75,-10.5,-0.47,-1.19,9.72,102761.95,22.83,2024-11-12 16:35:08
-1.48,-2.12,12.38,-15.38,-0.56,-47.88,-4.94,-21.81,6.37,-0.29,-1.21,9.72,102762.25,22.83,2024-11-12 16:35:08
0.19,-1.08,9.31,-16.75,-1.37,-47.06,-0.62,11.81,-14.13,-0.36,-1.2,9.72,102762.47,22.83,2024-11-12 16:35:08
-0.77,-1.96,8.21,-15.06,-1.75,-47.5,15.0,3.06,-5.81,-0.45,-1.14,9.72,102762.3,22.83,2024-11-12 16:35:08
-0.81,-1.19,8.74,-14.0,-2.19,-47.88,0.88,1.0,-0.25,-0.45,-1.02,9.74,102761.94,22.83,2024-11-12 16:35:08
-0.93,-1.13,8.52,-14.0,-3.19,-47.88,15.88,2.5,-8.0,-0.5,-0.93,9.74,102761.72,22.82,2024-11-12 16:35:08
-1.02,-0.87,8.7,-14.0,-3.19,-47.88,-2.25,9.19,-12.5,-0.56,-0.91,9.74,102760.77,22.82,2024-11-12 16:35:08
-1.14,-1.55,9.69,-13.25,-2.87,-47.88,-8.56,-3.06,-12.75,-0.64,-0.98,9.73,102761.03,22.82,2024-11-12 16:35:08
-1.37,-2.15,10.86,-12.56,-3.19,-49.0,-7.75,2.81,-16.37,-0.63,-1.05,9.72,102761.3,22.82,2024-11-12 16:35:08
-0.28,-2.69,11.46,-12.56,-3.69,-47.75,-7.31,-8.06,-29.12,-0.56,-1.23,9.71,102762.1,22.82,2024-11-12 16:35:09
-1.69,-2.56,10.75,-12.56,-4.06,-46.69,-0.75,-18.25,-10.0,-0.54,-1.04,9.73,102762.43,22.82,2024-11-12 16:35:09
-1.28,-0.49,10.79,-12.69,-4.75,-47.06,-3.37,11.38,-25.75,-0.39,-1.17,9.72,102761.77,22.82,2024-11-12 16:35:09
-0.83,-2.27,8.58,-12.25,-4.75,-46.25,2.31,12.06,-18.31,-0.53,-1.17,9.72,102762.01,22.82,2024-11-12 16:35:09
-1.54,-1.0,8.16,-11.19,-5.19,-46.69,11.25,4.25,-21.94,-0.57,-1.09,9.72,102761.95,22.82,2024-11-12 16:35:09
-0.61,-0.78,8.98,-10.5,-5.19,-47.75,2.25,-10.31,-19.0,-0.46,-1.01,9.74,102761.34,22.82,2024-11-12 16:35:09
-0.81,-1.93,7.78,-10.88,-6.0,-47.06,1.62,13.56,-13.31,-0.47,-1.1,9.73,102761.13,22.82,2024-11-12 16:35:09
-1.51,-1.34,9.56,-11.56,-6.75,-47.06,-11.0,7.87,-5.12,-0.55,-1.14,9.72,102760.88,22.82,2024-11-12 16:35:09
-1.39,-1.75,10.46,-12.25,-6.75,-46.69,-14.75,2.06,-7.5,-0.53,-1.31,9.7,102760.71,22.82,2024-11-12 16:35:09
-1.61,-3.09,10.52,-11.88,-6.0,-45.88,-3.69,3.25,-11.38,-0.58,-1.4,9.68,102760.63,22.82,2024-11-12 16:35:09
-1.73,-1.96,11.37,-10.5,-6.69,-46.25,1.44,-4.31,1.62,-0.57,-1.38,9.69,102760.56,22.82,2024-11-12 16:35:09
-0.94,-1.58,11.66,-11.0,-5.87,-46.69,-7.25,5.69,-11.5,-0.54,-1.45,9.68,102760.26,22.82,2024-11-12 16:35:09
-0.38,-2.12,8.64,-10.56,-5.5,-46.69,13.69,12.25,-17.12,-0.66,-1.45,9.67,102760.32,22.81,2024-11-12 16:35:09
-1.25,-2.1,8.38,-11.0,-5.87,-46.25,16.12,8.94,-16.25,-0.71,-1.35,9.68,102760.04,22.81,2024-11-12 16:35:09
-0.59,-1.57,8.69,-8.38,-7.25,-47.06,1.37,9.25,1.19,-0.75,-1.23,9.69,102760.34,22.81,2024-11-12 16:35:09
-1.28,-0.85,7.24,-8.75,-9.19,-47.06,9.88,15.75,-10.19,-0.87,-1.22,9.69,102759.95,22.81,2024-11-12 16:35:10
-0.99,-1.63,9.37,-8.0,-9.19,-47.5,-15.5,-5.31,-3.5,-0.87,-1.28,9.68,102759.48,22.81,2024-11-12 16:35:10
-0.77,-2.57,11.02,-8.06,-9.5,-45.88,-2.5,3.87,-17.37,-0.85,-1.35,9.67,102759.88,22.81,2024-11-12 16:35:10
-1.89,-1.86,10.52,-8.5,-9.88,-45.88,-6.87,1.56,-6.5,-0.89,-1.43,9.65,102759.38,22.81,2024-11-12 16:35:10
-1.29,-2.94,11.82,-7.06,-9.19,-47.5,-9.81,-10.0,-31.94,-0.76,-1.58,9.64,102759.98,22.81,2024-11-12 16:35:10
-2.02,-2.74,10.38,-7.06,-10.0,-46.25,-19.69,-9.88,-25.81,-0.67,-1.65,9.64,102759.96,22.81,2024-11-12 16:35:10
-0.52,-3.05,9.12,-6.37,-9.56,-46.25,-2.5,8.94,-21.12,-0.57,-1.84,9.61,102759.81,22.81,2024-11-12 16:35:10
-1.06,-1.99,8.85,-5.0,-9.56,-46.69,15.56,7.44,-8.38,-0.64,-1.75,9.62,102759.58,22.81,2024-11-12 16:35:10
-1.3,-1.35,8.41,-4.19,-10.06,-46.69,10.06,-7.19,-10.94,-0.67,-1.62,9.64,102759.3,22.81,2024-11-12 16:35:10
-0.87,-1.68,8.04,-3.25,-11.19,-46.19,19.56,12.0,-19.69,-0.67,-1.47,9.67,102759.73,22.81,2024-11-12 16:35:10
-0.97,-1.37,8.69,-2.5,-12.75,-48.25,2.31,1.69,0.31,-0.7,-1.42,9.67,102759.52,22.8,2024-11-12 16:35:10
-1.51,-1.84,10.38,-2.87,-12.38,-47.75,-12.63,-10.63,4.87,-0.68,-1.45,9.67,102758.79,22.8,2024-11-12 16:35:10
-1.77,-2.49,9.42,-2.06,-12.38,-48.25,-20.0,2.12,0.94,-0.69,-1.62,9.64,102758.65,22.8,2024-11-12 16:35:10
-1.38,-3.13,11.08,-3.37,-11.25,-46.69,2.25,0.62,-4.12,-0.64,-1.74,9.62,102759.64,22.8,2024-11-12 16:35:10
-2.03,-3.38,12.15,-2.19,-11.0,-47.5,-3.56,-21.25,15.19,-0.57,-1.73,9.63,102760.13,22.8,2024-11-12 16:35:10
-0.65,-1.82,10.35,-2.19,-11.38,-47.88,12.94,18.87,-15.13,-0.56,-1.63,9.65,102759.96,22.8,2024-11-12 16:35:10
-1.36,-1.13,6.93,-2.19,-10.69,-47.0,-1.0,15.5,5.25,-0.74,-1.69,9.62,102759.34,22.8,2024-11-12 16:35:11
-1.17,-2.19,8.15,-1.19,-11.06,-47.38,23.81,-11.81,-14.69,-0.67,-1.51,9.66,102759.02,22.8,2024-11-12 16:35:11
-0.12,-1.98,8.37,-0.37,-10.25,-47.69,6.06,9.63,-2.19,-0.64,-1.45,9.67,102758.95,22.8,2024-11-12 16:35:11
-0.7,-1.32,8.47,-0.37,-11.06,-47.0,4.56,11.94,-2.31,-0.7,-1.42,9.67,102758.9,22.8,2024-11-12 16:35:11
-0.96,-2.36,8.76,-0.75,-11.38,-46.56,-13.81,8.06,-0.75,-0.8,-1.5,9.65,102758.61,22.8,2024-11-12 16:35:11
-1.3,-2.17,11.38,1.37,-10.69,-46.56,-11.56,-5.12,1.94,-0.8,-1.66,9.63,102758.21,22.8,2024-11-12 16:35:11
-1.35,-2.64,10.41,0.25,-9.19,-46.25,-16.62,-3.81,-2.81,-0.85,-1.77,9.6,102757.92,22.8,2024-11-12 16:35:11
-1.58,-3.95,11.97,1.0,-8.88,-46.25,-2.31,-7.0,-20.81,-0.69,-1.95,9.58,102757.84,22.8,2024-11-12 16:35:11
-1.26,-2.74,11.2,0.25,-7.06,-45.88,-21.19,-22.62,-3.56,-0.56,-1.98,9.58,102757.92,22.8,2024-11-12 16:35:11
-1.18,-2.77,8.98,1.0,-6.69,-45.06,4.75,11.13,-8.06,-0.56,-2.05,9.57,102757.84,22.8,2024-11-12 16:35:11
-1.59,-1.36,8.01,1.37,-7.37,-45.06,13.44,-0.06,-3.12,-0.62,-1.94,9.59,102757.13,22.79,2024-11-12 16:35:11
-0.79,-1.73,8.23,0.0,-7.69,-45.5,17.06,-4.0,-21.44,-0.56,-1.78,9.62,102757.54,22.8,2024-11-12 16:35:11
-0.49,-2.5,8.25,2.06,-8.5,-45.5,5.69,12.81,-12.56,-0.56,-1.7,9.63,102757.47,22.8,2024-11-12 16:35:11
-0.97,-1.72,8.51,1.0,-7.69,-44.25,3.5,6.75,-1.12,-0.65,-1.62,9.64,102757.83,22.8,2024-11-12 16:35:11
-1.97,-1.82,9.47,2.56,-7.37,-44.0,-14.75,-1.06,2.87,-0.7,-1.7,9.63,102757.98,22.8,2024-11-12 16:35:11
-1.52,-2.77,11.29,2.87,-6.37,-44.25,-3.75,4.69,-6.69,-0.71,-1.74,9.62,102757.6,22.8,2024-11-12 16:35:12
-0.9,-3.14,11.26,3.25,-6.37,-44.75,6.12,-7.0,4.81,-0.72,-1.77,9.61,102758.28,22.8,2024-11-12 16:35:12
-1.18,-2.8,12.89,3.69,-5.25,-44.0,-12.5,-16.44,18.69,-0.6,-1.78,9.62,102758.61,22.8,2024-11-12 16:35:12
-0.66,-1.87,10.71,0.69,-6.0,-44.25,-15.31,6.87,-5.87,-0.6,-1.91,9.59,102757.85,22.79,2024-11-12 16:35:12
0.0,-3.28,8.07,2.87,-4.56,-43.19,-6.0,11.94,2.87,-0.73,-2.0,9.57,102757.82,22.79,2024-11-12 16:35:12
-0.85,-2.74,7.48,2.87,-3.19,-42.75,-1.37,-8.63,18.81,-0.75,-2.11,9.54,102757.43,22.79,2024-11-12 16:35:12
-0.74,-2.54,7.01,2.69,-1.25,-43.69,17.37,18.81,-3.75,-0.8,-2.02,9.56,102757.35,22.79,2024-11-12 16:35:12
-0.64,-1.04,9.09,3.69,-2.37,-43.25,3.31,-16.06,9.63,-0.82,-1.9,9.58,102756.97,22.79,2024-11-12 16:35:12
-0.84,-2.54,8.6,2.56,-1.25,-42.5,-1.12,12.31,-15.94,-0.84,-1.88,9.58,102756.76,22.78,2024-11-12 16:35:12
-1.03,-3.4,11.01,2.56,-2.0,-41.69,-15.5,8.88,-16.69,-0.84,-2.02,9.55,102757.21,22.78,2024-11-12 16:35:12
-1.66,-3.63,9.76,2.19,-1.69,-41.25,-0.94,5.94,-12.5,-0.98,-2.06,9.53,102757.22,22.78,2024-11-12 16:35:12
-1.77,-3.96,11.6,4.06,0.88,-41.25,21.19,-4.19,-34.5,-0.85,-2.08,9.54,102757.55,22.78,2024-11-12 16:35:12
-0.8,-1.79,12.22,2.25,0.19,-40.88,-6.31,-20.69,-28.12,-0.64,-1.98,9.58,102757.26,22.78,2024-11-12 16:35:12
-0.65,-3.36,8.89,2.69,-0.19,-40.69,0.62,23.44,-25.25,-0.65,-2.13,9.54,102756.84,22.78,2024-11-12 16:35:12
-1.36,-1.49,8.57,2.06,0.88,-41.0,2.56,4.37,-0.13,-0.75,-2.06,9.55,102756.58,22.78,2024-11-12 16:35:12
-1.04,-1.7,7.77,2.37,1.69,-40.25,17.0,-9.38,-15.75,-0.71,-1.93,9.58,102756.43,22.78,2024-11-12 16:35:12
-0.47,-2.1,8.62,2.5,1.25,-40.69,14.13,10.56,-19.81,-0.64,-1.79,9.61,102756.09,22.78,2024-11-12 16:35:13
-1.44,-2.43,7.75,1.75,1.25,-39.5,-3.94,8.44,-2.12,-0.74,-1.76,9.61,102755.73,22.77,2024-11-12 16:35:13
-2.58,-2.23,9.22,1.87,1.25,-38.19,-7.06,0.44,-17.25,-0.72,-1.89,9.59,102755.86,22.77,2024-11-12 16:35:13
-1.77,-3.02,10.35,1.87,1.25,-37.75,-4.56,-5.06,-12.31,-0.68,-1.91,9.59,102756.35,22.77,2024-11-12 16:35:13
-0.88,-2.71,11.45,0.5,1.0,-37.38,-5.81,-16.81,-17.0,-0.5,-2.0,9.58,102756.5,22.77,2024-11-12 16:35:13
-1.36,-3.65,12.38,-0.56,2.5,-37.75,-5.87,-4.81,-17.69,-0.35,-2.03,9.58,102756.63,22.77,2024-11-12 16:35:13
-0.47,-3.01,9.18,-0.56,2.19,-37.06,-1.0,-5.62,-8.19,-0.3,-2.09,9.57,102756.71,22.78,2024-11-12 16:35:13
-0.1,-1.67,8.8,-2.0,2.25,-37.19,11.25,-14.19,-11.44,-0.18,-2.02,9.59,102756.77,22.78,2024-11-12 16:35:13
0.41,-2.9,8.72,-2.37,2.56,-36.0,10.31,4.06,-9.06,-0.15,-1.84,9.62,102756.24,22.77,2024-11-12 16:35:13
-0.33,-1.47,8.19,-2.0,0.88,-36.38,-11.94,10.94,0.13,-0.2,-1.95,9.6,102756.2,22.77,2024-11-12 16:35:13
-0.49,-3.08,8.03,-3.37,1.56,-34.75,7.94,10.44,-9.81,-0.35,-1.91,9.61,102756.57,22.77,2024-11-12 16:35:13
-1.03,-2.39,10.28,-1.56,2.0,-36.06,-12.19,7.94,-6.31,-0.37,-2.01,9.58,102756.13,22.77,2024-11-12 16:35:13
-0.9,-3.71,9.94,-1.25,1.56,-34.06,-16.5,10.0,11.56,-0.61,-2.03,9.57,102756.05,22.77,2024-11-12 16:35:13
-1.71,-1.89,10.34,-1.25,2.0,-34.06,-10.5,-13.19,-4.25,-0.58,-2.27,9.52,102755.88,22.77,2024-11-12 16:35:13
-0.89,-4.77,11.69,-2.37,2.37,-32.06,32.75,5.25,-47.19,-0.41,-2.11,9.56,102756.4,22.77,2024-11-12 16:35:13
-1.3,-2.41,9.77,-0.75,2.75,-33.25,-31.5,-22.37,2.69,-0.26,-2.22,9.54,102755.28,22.77,2024-11-12 16:35:14
-0.06,-3.18,9.26,-1.5,2.5,-32.56,10.5,12.19,-25.25,-0.17,-2.34,9.52,102755.45,22.77,2024-11-12 16:35:14
-1.5,-2.58,7.57,-0.75,2.5,-32.88,37.0,18.69,-9.88,-0.41,-2.03,9.58,102755.03,22.77,2024-11-12 16:35:14
-0.66,-1.63,8.86,-0.56,0.69,-31.25,9.81,2.19,-18.69,-0.43,-1.87,9.61,102754.86,22.77,2024-11-12 16:35:14
-0.77,-1.65,7.84,-0.56,0.88,-31.0,14.38,9.88,-15.0,-0.49,-1.74,9.63,102755.03,22.77,2024-11-12 16:35:14
-0.94,-2.31,8.56,-1.25,-0.56,-30.25,5.25,9.88,-9.0,-0.51,-1.69,9.64,102755.26,22.77,2024-11-12 16:35:14
-1.41,-1.54,10.26,0.69,-1.25,-28.25,-19.56,-14.75,9.5,-0.48,-1.74,9.63,102754.92,22.77,2024-11-12 16:35:14
-1.44,-3.4,10.74,-0.06,-0.56,-29.06,2.75,2.0,-15.88,-0.45,-1.86,9.61,102754.93,22.76,2024-11-12 16:35:14
-1.07,-4.76,12.4,0.69,-0.25,-27.5,7.56,-5.06,-6.19,-0.35,-1.82,9.62,102755.29,22.77,2024-11-12 16:35:14
-1.12,-2.17,11.98,0.69,-0.25,-27.87,-4.37,-12.56,12.88,-0.25,-1.82,9.63,102754.84,22.76,2024-11-12 16:35:14
0.43,-1.68,8.44,0.25,-0.69,-27.5,0.75,12.88,-18.5,-0.24,-1.88,9.62,102754.79,22.76,2024-11-12 16:35:14
-0.14,-2.53,7.64,0.69,-0.25,-25.87,8.19,7.06,-1.94,-0.33,-1.82,9.62,102753.99,22.76,2024-11-12 16:35:14
-0.69,-1.84,8.45,0.88,-1.37,-25.87,8.81,-0.75,-3.81,-0.34,-1.73,9.64,102754.55,22.76,2024-11-12 16:35:14
-0.14,-1.76,8.01,0.56,-1.69,-25.19,3.44,11.0,3.5,-0.45,-1.61,9.66,102754.25,22.76,2024-11-12 16:35:14
-0.51,-1.8,8.35,0.88,-1.69,-25.25,-8.25,2.37,-9.06,-0.54,-1.63,9.65,102754.48,22.76,2024-11-12 16:35:14
-1.01,-2.66,9.75,0.56,-3.0,-24.5,-15.63,1.94,-9.44,-0.59,-1.76,9.62,102754.31,22.76,2024-11-12 16:35:14
-1.18,-4.04,10.84,0.56,-2.19,-23.69,2.56,15.31,-16.12,-0.68,-1.77,9.61,102754.14,22.76,2024-11-12 16:35:15
-0.95,-2.48,11.85,1.69,-3.0,-23.69,1.44,-26.94,-25.44,-0.49,-1.85,9.61,102754.05,22.76,2024-11-12 16:35:15
0.09,-4.57,12.08,0.25,-2.56,-24.06,19.69,-3.44,-38.63,-0.28,-1.66,9.65,102754.66,22.76,2024-11-12 16:35:15
-0.24,-1.82,10.37,-0.56,-3.56,-22.19,-29.0,-0.44,7.75,-0.19,-1.84,9.62,102754.41,22.76,2024-11-12 16:35:15
-1.71,-1.8,6.75,0.19,-3.5,-23.37,7.62,22.0,-1.31,-0.4,-1.91,9.61,102753.86,22.76,2024-11-12 16:35:15
-1.48,-1.67,7.71,0.56,-3.5,-23.37,21.5,8.06,-16.19,-0.47,-1.7,9.64,102754.16,22.76,2024-11-12 16:35:15
-1.05,-1.04,8.26,1.19,-5.37,-22.5,7.19,-17.62,-14.56,-0.35,-1.63,9.66,102753.31,22.76,2024-11-12 16:35:15
-0.6,-2.55,7.66,0.75,-5.37,-22.19,17.12,19.5,-26.81,-0.43,-1.47,9.68,102752.42,22.76,2024-11-12 16:35:15
-1.8,-1.85,9.35,-0.25,-5.69,-21.75,-22.06,-8.63,0.31,-0.37,-1.62,9.66,102752.47,22.76,2024-11-12 16:35:15
-1.09,-2.84,10.04,0.5,-6.06,-20.56,-0.25,3.69,-15.44,-0.39,-1.69,9.65,102752.59,22.76,2024-11-12 16:35:15
-0.69,-2.23,11.55,0.75,-6.06,-23.37,-9.19,-1.75,11.63,-0.33,-1.87,9.62,102752.91,22.76,2024-11-12 16:35:15
-1.64,-4.47,11.1,-0.75,-6.06,-22.19,19.0,0.88,-13.0,-0.34,-1.86,9.62,102752.87,22.76,2024-11-12 16:35:15
-0.03,-1.67,11.45,0.37,-6.5,-22.5,14.06,-11.25,-11.13,-0.23,-1.68,9.65,102752.66,22.75,2024-11-12 16:35:15
0.08,-1.32,9.29,0.0,-6.5,-22.5,-0.06,11.69,-17.5,-0.24,-1.64,9.66,102752.72,22.75,2024-11-12 16:35:15
-0.69,-2.2,7.61,0.0,-7.19,-23.69,13.13,-4.81,-4.69,-0.35,-1.49,9.68,102752.16,22.75,2024-11-12 16:35:15
0.62,-2.72,8.57,0.37,-7.87,-22.87,13.75,0.31,-15.69,-0.3,-1.31,9.71,102752.63,22.75,2024-11-12 16:35:16
-0.49,-1.18,8.11,-0.5,-8.19,-23.25,-11.94,1.25,13.25,-0.36,-1.29,9.71,102752.18,22.75,2024-11-12 16:35:16
-0.45,-2.49,8.54,0.25,-8.88,-24.06,7.37,12.0,-19.94,-0.41,-1.31,9.7,102752.79,22.75,2024-11-12 16:35:16
-0.8,-2.34,10.36,-0.06,-9.25,-24.5,-20.25,-3.44,-7.5,-0.42,-1.39,9.69,102752.49,22.75,2024-11-12 16:35:16
-0.78,-3.66,9.86,0.25,-9.25,-24.19,-2.44,24.0,-17.5,-0.54,-1.51,9.67,102752.63,22.75,2024-11-12 16:35:16
-0.65,-3.35,11.69,1.25,-9.56,-26.06,-1.37,-5.06,-13.75,-0.52,-1.59,9.66,102752.37,22.75,2024-11-12 16:35:16
-0.58,-2.68,12.12,1.56,-9.25,-26.0,6.5,-23.75,-8.38,-0.34,-1.49,9.68,102752.85,22.75,2024-11-12 16:35:16
-0.34,-1.68,10.3,0.19,-10.38,-26.0,-10.31,0.56,-6.75,-0.2,-1.55,9.68,102752.86,22.75,2024-11-12 16:35:16
-1.08,-1.51,8.14,-0.19,-9.56,-27.19,4.75,4.37,0.56,-0.35,-1.52,9.68,102752.91,22.75,2024-11-12 16:35:16
-1.41,-1.29,8.05,-0.19,-10.25,-27.56,4.62,-1.62,-10.38,-0.38,-1.44,9.69,102752.58,22.75,2024-11-12 16:35:16
-0.39,-1.72,8.46,-1.06,-10.25,-28.37,5.87,-2.06,-22.31,-0.27,-1.41,9.69,102752.23,22.75,2024-11-12 16:35:16
-0.16,-2.65,7.51,0.06,-10.25,-28.0,2.69,12.13,-12.94,-0.34,-1.39,9.7,102751.88,22.74,2024-11-12 16:35:16
-0.9,-2.24,9.82,-0.69,-11.25,-29.19,-3.75,2.0,1.56,-0.37,-1.41,9.69,102751.98,22.74,2024-11-12 16:35:16
-1.51,-1.75,10.74,-0.69,-12.0,-29.87,-3.56,-0.06,-5.94,-0.41,-1.5,9.68,102751.92,22.74,2024-11-12 16:35:16
-0.56,-3.39,11.48,-0.69,-11.19,-31.06,-4.06,0.13,-1.31,-0.42,-1.52,9.67,102751.87,22.74,2024-11-12 16:35:16
-1.46,-3.06,11.19,-1.5,-11.56,-31.87,-2.81,-18.62,1.56,-0.33,-1.55,9.67,102751.51,22.74,2024-11-12 16:35:16
-0.11,-2.32,10.45,-1.5,-13.06,-32.69,12.75,12.44,-22.87,-0.23,-1.46,9.69,102751.7,22.74,2024-11-12 16:35:17
0.09,-1.86,8.03,-3.0,-12.69,-33.88,3.0,-6.87,-0.31,-0.28,-1.38,9.7,102751.64,22.74,2024-11-12 16:35:17
-0.04,-2.26,7.87,-3.69,-12.69,-34.56,21.19,6.06,-15.5,-0.27,-1.21,9.72,102751.84,22.74,2024-11-12 16:35:17
0.51,-1.56,9.31,-3.37,-13.0,-34.56,-3.31,6.12,2.12,-0.23,-1.16,9.73,102751.95,22.74,2024-11-12 16:35:17
-0.16,-1.25,7.57,-4.0,-13.56,-36.19,11.63,16.81,-8.06,-0.44,-1.07,9.73,102751.88,22.74,2024-11-12 16:35:17
-0.46,-1.78,9.08,-3.37,-14.0,-36.19,-15.44,6.31,-8.69,-0.52,-1.13,9.72,102752.03,22.74,2024-11-12 16:35:17
-0.2,-2.7,10.74,-3.69,-14.38,-37.19,-7.12,15.19,-17.69,-0.54,-1.28,9.7,102751.45,22.74,2024-11-12 16:35:17
-1.49,-2.23,10.28,-3.0,-13.06,-38.38,-15.13,-5.62,-8.0,-0.62,-1.45,9.67,102751.13,22.74,2024-11-12 16:35:17
-0.67,-4.07,11.93,-3.06,-13.06,-38.75,14.56,-4.75,-35.63,-0.48,-1.47,9.68,102751.3,22.74,2024-11-12 16:35:17
-0.11,-2.47,11.03,-4.87,-12.75,-39.56,6.5,-11.06,-17.94,-0.34,-1.34,9.7,102750.72,22.74,2024-11-12 16:35:17
-1.2,-1.7,8.9,-4.5,-13.38,-39.5,27.81,33.94,-24.5,-0.44,-1.26,9.71,102750.75,22.74,2024-11-12 16:35:17
-1.61,-0.83,8.03,-4.5,-14.88,-42.19,16.56,-2.87,-11.69,-0.52,-1.14,9.72,102750.7,22.74,2024-11-12 16:35:17
-0.11,-2.04,9.09,-4.19,-14.38,-41.0,18.25,-2.94,-26.81,-0.39,-1.12,9.73,102751.39,22.74,2024-11-12 16:35:17
-0.46,-1.56,7.92,-3.87,-14.69,-43.0,-6.56,4.69,-10.0,-0.44,-1.0,9.74,102751.22,22.74,2024-11-12 16:35:17
-0.83,-1.83,7.48,-3.56,-16.87,-43.25,13.19,21.94,-14.88,-0.58,-1.14,9.72,102750.88,22.74,2024-11-12 16:35:17
-1.73,-1.32,10.52,-1.5,-16.37,-43.69,-21.69,-15.81,11.63,-0.56,-1.15,9.72,102750.73,22.74,2024-11-12 16:35:18
-1.71,-1.48,10.5,-3.25,-16.75,-45.25,-6.62,-4.37,-3.19,-0.55,-1.22,9.71,102750.87,22.74,2024-11-12 16:35:18
-0.14,-2.8,12.46,-3.25,-16.25,-44.19,-20.62,-17.25,-0.5,-0.4,-1.34,9.7,102750.6,22.73,2024-11-12 16:35:18
-0.96,-2.67,11.1,-3.75,-16.69,-45.69,-0.25,-0.37,1.75,-0.41,-1.37,9.7,102750.34,22.73,2024-11-12 16:35:18
-0.41,-1.77,9.57,-4.75,-16.69,-46.06,-12.13,-0.31,-2.5,-0.4,-1.47,9.68,102750.68,22.73,2024-11-12 16:35:18
-0.67,-1.87,7.29,-4.06,-16.25,-46.5,5.69,11.88,-4.5,-0.51,-1.51,9.67,102750.5,22.73,2024-11-12 16:35:18
-0.05,-2.71,9.73,-3.0,-16.69,-47.06,4.62,-8.13,-7.94,-0.49,-1.39,9.69,102751.02,22.73,2024-11-12 16:35:18
-0.53,-1.5,8.03,-2.56,-17.75,-47.88,10.19,9.94,-5.31,-0.55,-1.36,9.69,102750.83,22.73,2024-11-12 16:35:18
-0.08,-1.69,8.79,-3.0,-18.87,-48.25,-29.69,-5.44,0.13,-0.56,-1.42,9.68,102750.5,22.73,2024-11-12 16:35:18
-0.24,-2.32,10.22,-3.0,-18.06,-49.06,5.37,12.38,-23.19,-0.57,-1.51,9.67,102750.73,22.73,2024-11-12 16:35:18
-0.98,-2.62,9.82,-0.5,-19.56,-50.69,-21.62,15.0,-8.38,-0.76,-1.6,9.64,102750.09,22.72,2024-11-12 16:35:18
-0.72,-2.7,10.3,0.5,-17.75,-51.75,-10.0,-0.56,-16.69,-0.78,-1.74,9.61,102749.7,22.72,2024-11-12 16:35:18
-0.71,-4.71,10.99,0.75,-19.0,-52.19,10.5,-7.69,-28.31,-0.64,-1.8,9.61,102750.62,22.72,2024-11-12 16:35:18
0.02,-3.12,12.18,2.19,-19.0,-51.69,-21.25,-34.88,2.19,-0.34,-1.87,9.61,102750.49,22.72,2024-11-12 16:35:18
-0.25,-2.69,8.87,0.0,-19.06,-54.0,12.81,41.88,-15.25,-0.44,-1.91,9.6,102749.93,22.72,2024-11-12 16:35:18
-1.86,-0.84,7.46,2.0,-19.06,-54.25,-0.5,4.56,8.75,-0.7,-1.85,9.6,102750.19,22.72,2024-11-12 16:35:18
-0.91,-1.87,7.4,2.37,-18.75,-54.38,34.81,2.25,-34.19,-0.77,-1.58,9.64,102750.38,22.72,2024-11-12 16:35:19
-0.24,-1.82,9.26,5.0,-20.56,-54.38,13.31,5.87,-23.44,-0.72,-1.37,9.68,102749.98,22.72,2024-11-12 16:35:19
-0.97,-1.88,9.15,6.69,-22.75,-53.25,5.75,8.81,-7.12,-0.85,-1.24,9.68,102750.05,22.72,2024-11-12 16:35:19
-1.43,-2.66,9.37,8.19,-22.5,-53.56,-9.63,15.5,-1.44,-0.99,-1.29,9.66,102749.55,22.72,2024-11-12 16:35:19
-2.19,-1.68,9.87,8.75,-23.25,-54.0,-9.38,-2.06,-2.0,-1.05,-1.38,9.65,102749.29,22.72,2024-11-12 16:35:19
-0.93,-3.02,11.75,10.56,-23.25,-54.88,1.44,-11.88,-4.87,-0.94,-1.4,9.65,102749.24,22.72,2024-11-12 16:35:19
-1.24,-3.15,12.3,7.56,-23.25,-54.56,1.56,-33.5,6.12,-0.71,-1.31,9.69,102749.49,22.72,2024-11-12 16:35:19
0.15,-1.39,9.94,9.0,-22.87,-54.56,0.31,15.06,-0.5,-0.68,-1.28,9.69,102749.42,22.72,2024-11-12 16:35:19
-0.96,-0.78,6.71,8.25,-23.56,-54.88,-4.56,15.44,9.81,-0.86,-1.32,9.67,102749.54,22.72,2024-11-12 16:35:19
-0.62,-1.55,9.01,9.0,-22.19,-54.88,13.88,-14.69,-8.06,-0.78,-1.27,9.69,102749.47,22.72,2024-11-12 16:35:19
